Y,X1,X2,X3 
43474945,101,985,437 
125854722,258,623,783 
171649800,525,456,717 
3857997,39,253,391 
75555780,190,694,573 
10136490,987,395,26 
12039768,741,677,24 
73307360,290,592,427 
39740400,399,150,664 
24974334,487,518,99 
26187786,999,51,514 
13084900,50,358,731 
174216339,753,451,513 
156830180,265,988,599 
174412248,604,646,447 
158953221,703,873,259 
44811375,397,175,645 
2035707,23,543,163 
99541834,833,149,802 
2142000,315,680,10 
126160528,962,194,676 
81386140,187,470,926 
27100764,843,94,342 
13075524,89,693,212 
320528,52,134,46 
141650256,688,561,367 
33089784,278,218,546 
52124640,155,339,992 
170857566,726,237,993 
20195148,183,587,188 
25430724,431,447,132 
74350575,225,687,481 
71018950,545,157,830 
236882880,456,666,780 
212710680,455,774,604 
202575672,493,936,439 
7958040,166,170,282 
63523845,231,567,485 
10766925,351,75,409 
60582330,233,963,270 
61586296,419,967,152 
11738832,186,644,98 
55766178,999,226,247 
55354220,703,620,127 
119324583,541,567,389 
36114752,248,167,872 
6157958,179,167,206 
20218440,561,901,40 
141713520,857,312,530 
306097088,841,517,704 
353875392,534,708,936 
141571500,970,278,525 
199530880,992,226,890 
171523170,895,702,273 
1562400,372,120,35 
113853600,336,675,502 
219374912,809,608,446 
2112040,397,95,56 
11569900,236,925,53 
98628840,324,695,438 
173192789,413,569,737 
30370626,741,99,414 
10715250,785,182,75 
46825548,363,271,476 
29620500,325,310,294 
2517530,251,34,295 
94456560,967,111,880 
60348000,564,107,1000 
7143594,409,426,41 
82593981,477,499,347 
61831728,588,207,508 
290064523,391,809,917 
45634680,273,280,597 
43786050,935,446,105 
126144800,772,172,950 
133813888,188,767,928 
67898970,673,177,570 
278752300,934,635,470 
11803963,71,173,961 
208094532,454,474,967 
63037632,178,527,672 
16222500,103,375,420 
111110776,476,254,919 
160604262,299,783,686 
109189080,945,202,572 
72625344,264,548,502 
138534400,316,640,685 
4087040,320,206,62 
342422652,942,682,533 
408694080,465,886,992 
19198400,52,520,710 
18205880,257,770,92 
26904000,354,475,160 
485726175,825,857,687 
22109760,48,540,853 
39580002,399,594,167 
26165040,424,170,363 
38163317,731,83,629 
41533360,55,872,866 
16459168,152,253,428 
517154160,722,940,762 
121312030,287,983,430 
18901920,743,48,530 
5148000,936,110,50 
743655822,917,843,962 
45918048,536,484,177 
91279325,817,205,545 
6749925,345,43,455 
554364,324,59,29 
190840650,682,861,325 
450869580,868,595,873 
321850,5,785,82 
97687200,480,403,505 
16912480,47,416,865 
227723100,453,914,550 
585514554,699,853,982 
25503576,498,826,62 
12702690,390,423,77 
12794929,49,511,511 
73576512,243,608,498 
4229379,359,77,153 
14938624,128,163,716 
47289393,459,383,269 
47127663,653,729,99 
532350,455,390,3 
19484088,634,591,52 
191844168,904,381,557 
25933446,189,567,242 
18627630,535,42,829 
36936000,750,96,513 
46159344,362,252,506 
273730380,331,895,924 
183212480,460,496,803 
6889245,55,129,971 
85515288,318,316,851 
96866616,172,759,742 
82854226,221,854,439 
338239632,993,698,488 
31766175,581,675,81 
77826,119,327,2 
1435975,355,809,5 
120775488,928,199,654 
156382200,615,312,815 
32206140,73,817,540 
9812600,815,86,140 
259743948,569,698,654 
293211900,683,450,954 
20161596,499,78,518 
109225344,447,736,332 
43581252,233,436,429 
26039264,892,164,178 
224812665,891,567,445 
72923616,981,101,736 
42075462,979,741,58 
437871966,763,606,947 
295457220,993,513,580 
382930195,733,815,641 
438239004,789,956,581 
9153540,66,690,201 
732888,754,1,972 
70581051,547,177,729 
165091122,739,394,567 
21022200,458,900,51 
225990000,1000,310,729 
91879272,626,906,162 
151704702,269,969,582 
47602431,757,411,153 
84348160,274,962,320 
392938128,891,641,688 
210044448,404,996,522 
10727424,64,776,216 
106721912,803,148,898 
28399350,129,595,370 
51111060,518,759,130 
9645515,107,149,605 
545491416,762,937,764 
55599180,357,260,599 
166652683,527,683,463 
29151738,627,287,162 
44499456,256,174,999 
71320584,257,746,372 
201443364,367,579,948 
41295512,361,316,362 
19135215,899,165,129 
22437612,178,846,149 
150152445,785,401,477 
5122518,107,101,474 
242901988,713,529,644 
37242912,942,56,706 
209764940,535,532,737 
237730735,593,407,985 
263541200,400,767,859 
229381300,905,460,551 
192420756,849,404,561 
255559629,591,899,481 
17185975,97,373,475 
22605360,40,786,719 
141804504,747,244,778 
35015750,850,77,535 
455094420,863,660,799 
1286560,344,11,340 
17835136,848,478,44 
389160,188,230,9 
141183000,486,875,332 
8694342,129,239,282 
141291216,848,363,459 
89013126,937,142,669 
8051940,555,124,117 
115640,1,118,980 
6213888,93,96,696 
224337870,530,549,771 
15127008,156,124,782 
5130400,550,16,583 
22515576,498,508,89 
122876496,684,388,463 
2124738,511,14,297 
174099006,853,306,667 
34252416,954,204,176 
258493950,858,927,325 
129053232,206,924,678 
666157376,731,928,982 
197639280,804,482,510 
2469096,108,497,46 
248880646,731,581,586 
160012000,545,800,367 
162473448,808,291,691 
4388940,666,10,659 
569927066,842,743,911 
325704672,958,432,787 
831726,861,14,69 
369943630,998,595,623 
34921848,274,817,156 
49612800,816,200,304 
210203210,959,230,953 
54238464,189,608,472 
315628500,407,940,825 
29398725,579,75,677 
124404300,564,255,865 
168185584,548,679,452 
216169476,334,807,802 
8859312,188,63,748 
50596896,824,903,68 
40714800,786,140,370 
18768640,155,473,256 
1294098,78,353,47 
7150080,384,49,380 
9795000,150,100,653 
292734000,556,650,810 
313970418,606,619,837 
170520,28,105,58 
94239648,414,347,656 
198242100,617,510,630 
358758750,553,750,865 
69290096,947,136,538 
120745622,673,823,218 
155725440,734,680,312 
432668664,584,789,939 
20019636,91,291,756 
558971924,958,994,587 
310917750,715,446,975 
48902492,271,197,916 
24482250,465,270,195 
11876832,736,489,33 
70080274,974,341,211 
83102574,766,129,841 
17306910,90,551,349 
56035584,536,198,528 
34853280,164,231,920 
103433904,214,588,822 
29686896,204,543,268 
134766016,812,451,368 
65718177,511,789,163 
11626510,938,185,67 
92755872,536,437,396 
9873050,619,275,58 
257070268,637,812,497 
156820818,231,974,697 
340954704,514,666,996 
369429434,974,451,841 
110682000,550,260,774 
8774550,150,629,93 
244102030,905,314,859 
18346944,219,374,224 
15928080,998,285,56 
135551360,766,316,560 
98186310,326,873,345 
22788210,582,191,205 
324500400,474,840,815 
86802849,381,399,571 
41577320,964,190,227 
381797416,973,616,637 
14049872,46,523,584 
11785200,488,483,50 
732057840,885,912,907 
1627392,156,32,326 
7725378,629,89,138 
58320668,763,788,97 
54811306,122,517,869 
7314948,214,54,633 
47606504,989,88,547 
46633860,845,438,126 
56508579,129,967,453 
18016830,59,351,870 
237362400,814,432,675 
15784713,441,41,873 
92372076,841,678,162 
217023870,465,901,518 
8530350,185,174,265 
180303138,438,863,477 
33904640,160,352,602 
6751612,343,532,37 
428846592,736,732,796 
355615520,884,445,904 
30217572,726,991,42 
2005080,231,434,20 
18356184,99,344,539 
348569970,791,794,555 
8553448,577,218,68 
379022336,644,608,968 
100531200,924,128,850 
72463825,757,547,175 
537834990,742,759,955 
128458440,990,132,983 
222501384,372,606,987 
143863896,667,418,516 
96899688,402,318,758 
62886600,186,966,350 
61335420,570,311,346 
567666,11,549,94 
4631616,946,102,48 
71594860,404,529,335 
225576372,654,994,347 
28920384,92,944,333 
109592,206,76,7 
117625200,912,385,335 
70403256,924,747,102 
486572015,865,851,661 
28411647,69,913,451 
41059500,883,75,620 
553727988,671,972,849 
122688000,400,480,639 
295812,913,81,4 
433308304,827,916,572 
46655583,797,237,247 
62724864,268,276,848 
54593352,666,828,99 
360500160,563,690,928 
40184144,386,572,182 
276535584,634,624,699 
231918624,938,808,306 
152305720,490,476,653 
29980496,944,349,91 
812911644,843,978,986 
6465472,409,19,832 
15227448,194,124,633 
516612096,624,924,896 
496955055,615,911,887 
48202452,486,202,491 
139938624,756,368,503 
26371080,204,930,139 
147095465,605,961,253 
19379360,560,286,121 
455139355,965,583,809 
144325,23,25,251 
1695456,261,32,203 
93728750,125,835,898 
11264940,60,207,907 
139868536,478,382,766 
313908,404,37,21 
66365460,582,315,362 
75768000,1000,123,616 
51412305,193,645,413 
24792561,81,479,639 
63761380,178,565,634 
13818588,71,993,196 
59216616,188,513,614 
431988606,686,843,747 
1181544,273,541,8 
4173625,865,193,25 
150314697,933,663,243 
309821364,516,761,789 
89309450,314,367,775 
821337468,959,958,894 
202365504,608,902,369 
30379500,860,471,75 
39654890,319,155,802 
32701470,190,557,309 
107149770,623,819,210 
506043720,630,813,988 
29360121,483,89,683 
101504495,841,239,505 
67643850,647,410,255 
86599809,699,183,677 
107601840,510,354,596 
14364000,135,760,140 
6268665,403,61,255 
124616800,850,154,952 
257253084,836,393,783 
28648620,742,330,117 
26241280,166,640,247 
96587820,882,470,233 
8602200,45,472,405 
35990920,692,743,70 
28705998,914,551,57 
79951680,306,355,736 
64480,104,1,620 
114166878,167,861,794 
4323456,48,324,278 
1755840,186,80,118 
189519876,249,884,861 
196036500,436,545,825 
83905024,656,571,224 
84718686,871,559,174 
17615400,850,471,44 
279012800,550,664,764 
161561400,650,269,924 
64090860,535,298,402 
186592068,499,612,611 
18620552,664,29,967 
484271970,991,910,537 
130838400,462,590,480 
134646336,948,538,264 
335013900,442,815,930 
42070734,669,282,223 
98655498,566,321,543 
105821408,224,737,641 
414003450,553,930,805 
485474112,738,674,976 
47017362,722,443,147 
68958600,456,575,263 
682700076,918,782,951 
11479104,511,576,39 
169898240,464,995,368 
32714608,428,197,388 
183400844,862,418,509 
74561634,93,882,909 
6342219,317,81,247 
5523064,794,74,94 
127114240,320,976,407 
43497764,514,262,323 
35873280,405,128,692 
121364100,943,132,975 
120847716,946,302,423 
259533612,534,603,806 
145944192,424,568,606 
35010038,578,509,119 
53619608,548,406,241 
10336060,199,245,212 
382517044,994,779,494 
23041215,747,199,155 
383339520,705,708,768 
365378688,816,691,648 
134780,1,460,293 
97797600,188,867,600 
258912000,620,960,435 
26840170,215,241,518 
8034378,149,817,66 
44090440,290,398,382 
16602300,430,594,65 
15837216,24,796,829 
101521420,847,922,130 
78151400,925,118,716 
9813440,337,208,140 
57380000,302,190,1000 
56682990,390,769,189 
31650096,852,74,502 
82306514,634,991,131 
102286140,242,965,438 
8669160,18,690,698 
56897230,262,257,845 
181128744,918,428,461 
272967928,914,394,758 
10494120,546,620,31 
1687104,48,101,348 
127719891,393,641,507 
51765843,309,719,233 
44111900,265,580,287 
21022200,680,687,45 
66455025,325,273,749 
56278020,465,383,316 
32592560,740,364,121 
413735304,699,964,614 
606381435,865,873,803 
216381996,404,747,717 
196462108,857,446,514 
178353156,463,683,564 
84474,722,117,1 
37065600,64,858,675 
207267060,748,609,455 
22112200,230,437,220 
23797500,334,475,150 
64549908,433,492,303 
28967400,665,968,45 
124800,26,16,300 
117146400,734,420,380 
19490900,235,143,580 
85613220,630,142,957 
289813440,808,980,366 
142480468,998,578,247 
77459580,418,261,710 
993750,106,75,125 
1606176,792,676,3 
11041992,251,846,52 
110502040,289,790,484 
32962293,273,241,501 
82244340,185,954,466 
102928455,745,459,301 
33981696,129,784,336 
81645390,645,438,289 
4837476,21,266,866 
18651084,914,179,114 
22536896,397,64,887 
144473175,269,651,825 
12695002,439,38,761 
170884272,534,884,362 
43737168,687,346,184 
224288008,761,554,532 
202598640,626,360,899 
77971250,190,875,469 
1023264,304,153,22 
41882885,253,565,293 
32410500,527,125,492 
339976500,906,395,950 
172689342,227,826,921 
115725456,213,686,792 
75807360,535,144,984 
74801556,838,342,261 
16884192,104,652,249 
418260735,885,789,599 
176443568,868,571,356 
99489546,261,543,702 
1874600,103,728,25 
67268512,332,248,817 
2093454,873,22,109 
9153270,835,189,58 
119595000,335,595,600 
6147250,367,335,50 
51771384,504,739,139 
1313508,3,823,532 
77132064,552,386,362 
4473000,142,100,315 
34350480,760,81,558 
190460400,580,780,421 
35357556,988,237,151 
370986,3,242,511 
137768448,698,384,514 
61643664,394,738,212 
27910860,318,131,670 
3291132,438,578,13 
85155840,990,336,256 
159486761,653,851,287 
205219840,409,896,560 
5500605,51,583,185 
173450920,365,764,622 
20677228,977,481,44 
231639912,504,687,669 
467057934,822,609,933 
48178368,882,569,96 
57269312,964,94,632 
132170346,418,717,441 
307008,2,984,156 
242473517,611,473,839 
57245328,343,732,228 
136118472,849,392,409 
45027450,650,129,537 
57480180,426,206,655 
31166744,602,86,602 
110820288,866,496,258 
44442237,213,287,727 
99083520,705,576,244 
14485680,248,90,649 
9891350,479,413,50 
475604968,769,776,797 
27131544,132,601,342 
12734475,195,185,353 
115309824,356,336,964 
77369040,504,301,510 
212228192,929,472,484 
5977088,52,256,449 
176284416,308,813,704 
155373,773,1,201 
357295256,731,856,571 
81942876,641,318,402 
33771010,962,85,413 
6627519,23,303,951 
139555350,699,275,726 
7479411,293,381,67 
116308390,814,205,697 
15805377,861,29,633 
6950632,97,689,104 
55580616,238,234,998 
150561450,746,325,621 
15391104,447,269,128 
2306864,958,7,344 
38363754,183,733,286 
242964960,433,840,668 
10137589,959,31,341 
10739850,283,46,825 
147418656,777,196,968 
133291413,327,487,837 
288146096,893,469,688 
256350204,418,738,831 
103494900,271,402,950 
43483800,184,575,411 
10036845,855,903,13 
35680970,338,491,215 
161837416,956,766,221 
349101536,881,976,406 
50762196,276,607,303 
31842000,464,183,375 
658642062,786,883,949 
245547666,934,749,351 
2687040,311,48,180 
135587655,199,927,735 
78123125,523,239,625 
6736548,398,273,62 
219080736,813,336,802 
4382464,256,901,19 
18986110,715,187,142 
773280,288,15,179 
1550016,36,156,276 
58119984,524,351,316 
7349866,59,313,398 
845001600,960,890,989 
20849960,262,346,230 
15177240,351,188,230 
273189750,430,985,645 
156064920,863,274,660 
98107000,493,398,500 
111421856,332,364,922 
10625505,165,71,907 
24058188,789,99,308 
142443840,840,902,188 
63319047,123,883,583 
119612808,993,478,252 
37015510,277,166,805 
174659240,322,740,733 
99636856,284,814,431 
59837295,301,457,435 
34282872,377,108,842 
252444,654,1,386 
59495634,359,279,594 
112433070,849,410,323 
26579168,112,737,322 
85153500,762,125,894 
114964568,472,653,373 
177475200,760,695,336 
233713152,804,757,384 
269314590,313,989,870 
37750682,46,893,919 
198099090,821,630,383 
29768706,579,779,66 
18679128,138,548,247 
2291780,815,4,703 
12600315,455,181,153 
40772160,572,990,72 
195527574,306,737,867 
121024904,254,539,884 
42173858,71,698,851 
559840320,832,855,787 
262764468,461,669,852 
57169512,292,219,894 
1738828,281,442,14 
1924728,199,62,156 
93379328,749,256,487 
45124896,107,573,736 
38335680,324,580,204 
60381440,896,115,586 
5462106,39,293,478 
791820,159,830,6 
82266912,949,144,602 
79310250,450,505,349 
39907296,816,198,247 
24760800,190,905,144 
12584025,25,927,543 
212959296,928,627,366 
80613,3,169,159 
12062820,924,373,35 
316775821,743,691,617 
37123515,351,641,165 
62304354,609,289,354 
30235400,725,802,52 
94766320,452,220,953 
23997792,268,533,168 
66001113,423,463,337 
79361100,315,884,285 
3211605,667,15,321 
116356968,413,312,903 
102779040,208,546,905 
102592425,975,757,139 
24408540,162,793,190 
227872260,574,802,495 
157109550,226,975,713 
272746691,907,323,931 
475371400,700,914,743 
214366550,502,589,725 
228920,472,97,5 
135262540,833,460,353 
591373104,812,886,822 
59605812,422,266,531 
219743948,886,922,269 
289595964,581,876,569 
83644262,806,157,661 
32480200,85,466,820 
19135725,205,147,635 
225142720,766,880,334 
37840704,984,253,152 
15691520,736,65,328 
84146920,313,286,940 
355737648,868,588,697 
399044484,579,727,948 
78783015,255,521,593 
1403184,82,23,744 
183292350,278,885,745 
315026931,813,449,863 
191639520,729,530,496 
11770920,243,692,70 
110059560,670,234,702 
38139392,326,256,457 
124476000,615,550,368 
128180826,179,894,801 
166905360,648,599,430 
297373167,351,953,889 
12847806,573,202,111 
106391808,732,192,757 
235950672,514,744,617 
6439160,65,232,427 
304452244,349,934,934 
12989160,844,19,810 
66699600,775,489,176 
183463048,362,514,986 
908684,23,476,83 
321942384,684,643,732 
5174400,392,40,330 
105222810,451,606,385 
22444504,184,223,547 
138398208,464,956,312 
242150931,387,737,849 
27208467,243,261,429 
15026130,122,161,765 
7172376,328,591,37 
418815496,929,872,517 
77944320,796,576,170 
64762792,706,142,646 
176901408,648,491,556 
131303376,918,941,152 
875700,695,126,10 
571508278,986,869,667 
1342575,135,221,45 
481110,609,158,5 
18815328,27,976,714 
16918824,211,156,514 
126598296,961,499,264 
287492150,719,550,727 
70502118,862,137,597 
68455140,314,507,430 
588672,84,292,24 
235009632,424,741,748 
4700592,279,39,432 
68014080,324,512,410 
51103104,706,156,464 
348417828,594,626,937 
227630970,727,882,355 
33992492,148,239,961 
8448000,660,160,80 
96744348,711,276,493 
369977608,983,572,658 
123479328,456,532,509 
321550236,531,623,972 
273010656,478,652,876 
223328650,775,298,967 
133695400,466,302,950 
32172560,56,730,787 
94161492,404,551,423 
8979750,307,65,450 
206917200,360,805,714 
286541320,740,562,689 
21245175,329,205,315 
148735873,289,767,671 
255399672,472,627,863 
21988746,197,318,351 
54907820,682,830,97 
37667630,65,994,583 
1095050,605,10,181 
625524200,994,868,725 
83674044,191,516,849 
4933700,479,103,100 
270830750,670,925,437 
182857620,605,356,849 
487165328,886,884,622 
162242558,703,514,449 
194323374,933,266,783 
9787848,609,574,28 
276706560,552,520,964 
50113896,941,634,84 
94215072,456,329,628 
144888300,925,228,687 
294847518,889,662,501 
181675604,823,319,692 
43456952,532,158,517 
58672920,505,618,188 
160155555,799,581,345 
120690752,848,598,238 
68812800,600,224,512 
82269120,710,544,213 
33672138,391,186,463 
133141683,499,589,453 
6749568,224,36,837 
45553752,963,108,438 
7035732,66,654,163 
8156850,25,534,611 
429057825,643,861,775 
355631472,756,537,876 
418237710,685,638,957 
269456274,859,666,471 
39001500,125,972,321 
11168892,423,41,644 
158665164,214,973,762 
47071640,290,341,476 
14547500,44,529,625 
265490650,725,661,554 
26057360,790,248,133 
60653064,818,148,501 
96410160,282,814,420 
64471104,822,114,688 
386386560,672,777,740 
110808000,648,250,684 
10637796,247,97,444 
19178136,939,37,552 
4544073,279,61,267 
117427200,352,695,480 
259050,785,2,165 
121095516,762,439,362 
91530270,351,293,890 
5423754,183,203,146 
218750350,367,655,910 
25479360,288,90,983 
5699848,487,266,44 
43468188,626,142,489 
226296180,891,747,340 
249551500,785,425,748 
110070900,214,675,762 
78489312,726,233,464 
33002088,211,228,686 
300231912,557,888,607 
711442578,781,943,966 
207840100,377,925,596 
346524,201,2,862 
11926824,127,104,903 
713603520,972,912,805 
178000956,783,322,706 
44997120,180,372,672 
50081184,772,153,424 
10692000,40,891,300 
270389590,731,470,787 
222739632,708,324,971 
15803392,128,184,671 
28925817,489,149,397 
67739672,143,616,769 
20156474,142,793,179 
215765550,585,770,479 
205496832,353,758,768 
28869120,537,60,896 
52442432,808,244,266 
80735520,309,736,355 
39864812,157,514,494 
865050,150,73,79 
153166464,748,432,474 
4483350,369,25,486 
533390646,831,974,659 
492313005,955,939,549 
311291904,752,588,704 
73058400,288,365,695 
123647472,537,432,533 
1497960,30,876,57 
83782400,416,950,212 
493675169,611,977,827 
553241010,985,622,903 
185410797,759,817,299 
396134154,834,641,741 
70176420,820,333,257 
93383874,129,786,921 
6529710,330,421,47 
495827950,961,607,850 
60943365,279,395,553 
68471856,302,804,282 
15591600,90,610,284 
127406400,275,508,912 
98352100,482,385,530 
29460000,491,750,80 
7551972,279,404,67 
372673840,880,707,599 
8916075,425,333,63 
18799830,126,609,245 
110008080,299,511,720 
175400459,923,307,619 
132652530,626,277,765 
324553725,395,855,961 
25327,31,1,817 
51143936,332,332,464 
70353920,416,280,604 
153519534,413,642,579 
11509680,240,403,119 
59478312,787,402,188 
121466184,166,868,843 
76134048,123,841,736 
142556012,734,538,361 
443428528,848,919,569 
1469568,86,356,48 
277440030,615,483,934 
181528476,367,564,877 
231520050,339,942,725 
163115000,475,425,808 
411131864,883,814,572 
14433000,250,102,566 
146857688,422,482,722 
682375,515,265,5 
81054596,566,742,193 
106898688,332,832,387 
84327408,556,396,383 
55789776,456,971,126 
104042169,501,609,341 
157257220,668,985,239 
5581576,238,902,26 
23044112,133,221,784 
282585174,398,933,761 
138538620,913,540,281 
188386880,352,545,982 
3306690,555,9,662 
13009248,14,972,956 
65382849,151,553,783 
245409600,860,870,328 
628479300,841,795,940 
109128096,392,418,666 
47755740,652,771,95 
61170855,755,239,339 
56816760,847,215,312 
93932640,328,645,444 
43653120,735,928,64 
450147,3,181,829 
111418371,291,713,537 
9483850,190,67,745 
469601262,657,962,743 
10351881,81,563,227 
504548240,602,911,920 
306267270,570,941,571 
85777740,164,531,985 
229140000,402,1000,570 
250320288,992,699,361 
595522200,839,728,975 
244309890,935,321,814 
248134500,823,450,670 
57776,184,314,1 
177485802,299,779,762 
16998282,466,189,193 
287742000,434,680,975 
30923984,364,634,134 
103017348,357,417,692 
263051460,805,522,626 
189824250,418,525,865 
23776480,923,140,184 
422209620,857,714,690 
82730816,992,161,518 
173551572,972,389,459 
229651515,717,655,489 
4227939,501,291,29 
65231028,747,766,114 
7662291,119,127,507 
86348925,195,557,795 
134601012,362,454,819 
78554520,198,956,415 
31318866,837,353,106 
93456682,253,382,967 
32342904,582,842,66 
666660864,768,956,908 
98955661,511,197,983 
41379360,220,461,408 
78532860,289,647,420 
102142656,329,792,392 
84686280,210,724,557 
17024990,731,34,685 
12862962,398,133,243 
166773006,774,801,269 
80140050,207,890,435 
169416586,974,619,281 
13860720,216,310,207 
220000880,979,848,265 
15322440,111,170,812 
229392,162,24,59 
579672,776,9,83 
6974800,212,94,350 
66322452,314,321,658 
90380160,312,408,710 
10359646,473,233,94 
176904000,325,560,972 
52117182,949,486,113 
27311180,170,167,962 
85986576,156,753,732 
13204620,855,468,33 
7429212,18,434,951 
37427594,757,838,59 
55185648,296,386,483 
44169034,482,371,247 
117754400,475,254,976 
72146781,567,181,703 
71255808,288,507,488 
153044136,777,348,566 
15003846,871,22,783 
26266752,151,576,302 
535715148,683,978,802 
158290884,787,444,453 
710853984,976,941,774 
77376600,700,534,207 
7931040,31,410,624 
431355,579,1,745 
24095375,125,667,289 
866406632,952,959,949 
197754084,362,558,979 
5738684,266,23,938 
47279700,468,449,225 
5134368,677,32,237 
45868992,184,564,442 
193514332,811,748,319 
119658240,884,235,576 
248601150,945,395,666 
1823318,326,329,17 
156958923,911,759,227 
16144227,521,99,313 
18384400,410,76,590 
509385188,586,871,998 
7029600,290,48,505 
101515770,235,466,927 
64673532,726,101,882 
488313540,671,780,933 
632111040,891,960,739 
305317200,388,860,915 
14921088,28,976,546 
9926550,135,114,645 
9959040,364,720,38 
97574400,336,528,550 
5080348,28,821,221 
37275000,568,125,525 
159090750,555,650,441 
22901775,849,65,415 
7019584,676,944,11 
67870656,558,336,362 
19665765,745,419,63 
87134040,180,994,487 
529160310,966,987,555 
211411044,666,377,842 
85394232,657,422,308 
464535,111,27,155 
213498972,779,828,331 
153588474,702,939,233 
369220800,970,976,390 
52091808,236,541,408 
876887702,937,982,953 
17626224,502,798,44 
36663300,450,111,734 
184602150,295,818,765 
27705249,627,429,103 
188752304,248,949,802 
46705568,224,373,559 
298876151,623,593,809 
7999400,230,370,94 
10339230,85,418,291 
53732952,973,531,104 
3991862,817,14,349 
545936288,992,757,727 
6842128,152,142,317 
376320,105,448,8 
18863784,876,582,37 
105506512,433,388,628 
113234688,476,531,448 
31543344,81,912,427 
140263200,644,440,495 
125176920,726,466,370 
35099424,804,321,136 
12317130,931,135,98 
16823136,537,44,712 
120669360,980,372,331 
23289552,117,348,572 
53125310,905,98,599 
20442888,142,372,387 
79064832,588,176,764 
4784208,858,34,164 
396211200,896,550,804 
46676610,655,222,321 
102414928,616,857,194 
30015180,762,303,130 
14049672,56,273,919 
212563792,437,808,602 
63640500,133,957,500 
86114760,761,328,345 
43092189,369,201,581 
446752656,986,899,504 
17551725,545,95,339 
120520820,595,316,641 
119329287,379,957,329 
109549440,480,247,924 
344400812,887,566,686 
12067776,574,96,219 
297321024,858,952,364 
1538544,241,84,76 
168600096,252,914,732 
30270464,206,164,896 
295859304,936,509,621 
211754790,774,305,897 
8666970,313,65,426 
125306400,327,400,958 
692923350,739,987,950 
82708621,529,289,541 
118965000,770,309,500 
87403208,652,691,194 
299693976,538,732,761 
306035850,643,835,570 
42012272,362,178,652 
329765268,732,463,973 
43872000,914,64,750 
49973240,764,310,211 
54435465,909,203,295 
40754615,265,451,341 
177261370,715,382,649 
25774533,493,111,471 
203471800,710,623,460 
438750,130,25,135 
146177920,335,487,896 
325306800,525,624,993 
94326804,502,858,219 
4558770,37,666,185 
69872166,819,118,723 
294495300,990,755,394 
134037750,750,847,211 
199333534,527,758,499 
199146976,952,482,434 
1227015,45,447,61 
139289770,415,566,593 
50363860,167,340,887 
499429524,737,758,894 
16564284,146,594,191 
23063859,447,117,441 
59144652,651,339,268 
24180600,422,764,75 
608426280,660,934,987 
81024840,156,870,597 
81026250,150,697,775 
16108995,155,303,343 
20080242,126,533,299 
544177440,633,995,864 
216649968,421,906,568 
3770208,106,468,76 
55444752,426,319,408 
41706672,834,376,133 
18879939,57,741,447 
50459706,789,561,114 
301850400,727,692,600 
426264120,981,710,612 
115477120,704,470,349 
137065296,813,656,257 
455802666,869,817,642 
77084700,355,564,385 
142754040,611,440,531 
24201450,985,26,945 
171940461,791,231,941 
308854368,408,796,951 
288349443,387,809,921 
64450386,126,539,949 
354169920,555,676,944 
212284404,892,279,853 
42026859,607,157,441 
68547600,594,577,200 
67704780,507,220,607 
105294000,644,375,436 
2723200,200,74,184 
24076584,124,483,402 
52839000,927,380,150 
166543312,662,472,533 
35706840,470,974,78 
12828640,440,148,197 
1965120,890,24,92 
86320752,294,392,749 
18750366,41,486,941 
19214250,85,411,550 
35545380,65,796,687 
64899030,833,159,490 
20207040,420,194,248 
6629400,522,127,100 
453149620,770,646,911 
155644000,668,1000,233 
143315200,457,640,490 
75670,235,161,2 
127240344,462,389,708 
204078000,430,525,904 
26781440,224,490,244 
156535056,939,906,184 
48377380,965,604,83 
390255502,962,487,833 
1596000,300,280,19 
101987712,794,669,192 
7533420,159,460,103 
162611208,344,991,477 
3355140,398,843,10 
41602080,624,226,295 
13179050,149,610,145 
336712080,835,744,542 
290432492,926,521,602 
29216124,607,764,63 
172375632,761,726,312 
105661344,788,888,151 
449273601,931,549,879 
70700960,440,289,556 
362788200,635,621,920 
12397644,138,138,651 
53432598,969,698,79 
251911356,766,354,929 
136000935,545,357,699 
46775178,571,333,246 
10766096,664,737,22 
97941672,134,948,771 
19797372,63,516,609 
39714108,609,476,137 
26839122,618,317,137 
90195558,362,471,529 
2676960,13,715,288 
289534476,649,658,678 
38513640,358,163,660 
130565124,482,894,303 
3726660,14,467,570 
12014340,365,422,78 
1477400,50,83,356 
297276940,394,766,985 
399687680,656,952,640 
448944,282,796,2 
17848800,536,150,222 
938926212,959,996,983 
398918520,533,840,891 
8981280,360,84,297 
120414168,882,372,367 
10678276,181,86,686 
147398200,632,491,475 
41035932,541,98,774 
27381900,455,118,510 
310613940,980,351,903 
125692560,510,652,378 
16387500,115,250,570 
31289750,487,257,250 
501596760,885,812,698 
10640350,505,215,98 
34253835,987,55,631 
48948256,133,868,424 
115112835,573,295,681 
112078080,144,828,940 
116771052,694,967,174 
16525740,98,770,219 
109322235,381,407,705 
82467072,656,432,291 
168856800,608,525,529 
312144690,338,957,965 
81854388,579,924,153 
44782540,142,671,470 
2173500,7,690,450 
3118320,549,568,10 
217058820,253,948,905 
227167920,423,560,959 
306125568,912,378,888 
184434800,502,668,550 
4841580,465,19,548 
25800768,648,504,79 
144354600,995,186,780 
3840228,311,882,14 
22181124,84,317,833 
46939662,639,318,231 
2916,6,9,54 
34498919,689,311,161 
253444752,516,671,732 
