Y,X1,X2,X3, 
164563893,951,351,493, 
146133175,571,725,353, 
48739488,574,122,696, 
22022444,361,604,101, 
115672128,383,572,528, 
16932240,39,670,648, 
177251349,811,537,407, 
498883,217,121,19, 
169862793,307,571,969, 
511026435,885,747,773, 
32062784,866,356,104, 
101988960,570,422,424, 
267917841,991,459,589, 
86406210,423,619,330, 
375957890,605,833,746, 
1535130,461,15,222, 
548068871,721,961,791, 
446745020,820,617,883, 
265485816,876,339,894, 
28323108,883,33,972, 
11855392,37,527,608, 
38954256,132,706,418, 
9502812,114,421,198, 
176907015,915,223,867, 
413738592,842,696,706, 
205289400,710,316,915, 
900226723,971,947,979, 
260248056,478,708,769, 
3320304,313,102,104, 
33254550,69,714,675, 
29975400,183,780,210, 
36903192,102,604,599, 
6800976,692,26,378, 
3727710,105,366,97, 
293379030,794,805,459, 
4175820,198,190,111, 
66625020,285,253,924, 
5714142,453,901,14, 
2037620,26,85,922, 
47375680,626,473,160, 
18275040,480,49,777, 
4372326,269,54,301, 
453588520,674,874,770, 
70159200,248,690,410, 
34496400,850,456,89, 
226195464,803,388,726, 
246355160,505,578,844, 
504710604,859,859,684, 
7543264,46,277,592, 
430771248,688,953,657, 
179266980,807,290,766, 
5390784,588,382,24, 
57770020,980,253,233, 
26181792,648,481,84, 
658287,189,387,9, 
4213692,727,18,322, 
40953600,316,720,180, 
248682000,955,420,620, 
162448464,681,877,272, 
160145920,704,940,242, 
160105,11,41,355, 
91153488,787,912,127, 
196844460,841,996,235, 
73378400,370,335,592, 
64890000,721,600,150, 
110272704,388,744,382, 
84253340,626,430,313, 
93749832,422,918,242, 
30852336,328,183,514, 
252125770,430,689,851, 
133648130,434,605,509, 
19822404,734,643,42, 
326892720,627,784,665, 
30303525,879,985,35, 
244663200,470,723,720, 
24860352,149,632,264, 
17677296,71,741,336, 
128851360,220,716,818, 
101193300,450,403,558, 
9673800,276,50,701, 
1121120,7,224,715, 
4488876,36,379,329, 
23006848,218,272,388, 
185533272,414,796,563, 
1093860,354,6,515, 
14356020,771,133,140, 
28784640,937,960,32, 
6594147,131,153,329, 
9896040,441,40,561, 
541414500,942,605,950, 
116525480,680,551,311, 
269580654,291,959,966, 
74888230,782,179,535, 
349530984,937,471,792, 
4486045,89,85,593, 
21633300,559,90,430, 
22718160,30,908,834, 
37736223,931,177,229, 
265685992,491,968,559, 
310412025,525,627,943, 
268067922,498,691,779, 
555336475,785,755,937, 
534040650,645,965,858, 
18607428,189,652,151, 
1493856,342,624,7, 
1798992,248,117,62, 
129762,729,178,1, 
17176320,224,108,710, 
4733148,58,609,134, 
973728,4,252,966, 
391917240,897,440,993, 
35385996,237,326,458, 
44749600,200,524,427, 
292859818,326,929,967, 
307397160,657,840,557, 
18689184,36,582,892, 
175429800,324,637,850, 
184747500,345,630,850, 
34415112,394,116,753, 
20594200,851,44,550, 
95538240,180,784,677, 
271030320,726,610,612, 
336497850,582,593,975, 
84638700,471,300,599, 
86149040,760,314,361, 
260874256,932,508,551, 
16620972,228,271,269, 
116091540,732,291,545, 
227047392,814,596,468, 
124504704,888,368,381, 
36832512,597,64,964, 
134442000,560,291,825, 
2212056,133,33,504, 
162905450,509,865,370, 
2502300,6,950,439, 
148025280,818,390,464, 
884304,267,36,92, 
19704600,890,135,164, 
6333642,98,129,501, 
48119400,380,603,210, 
8553216,42,592,344, 
493885836,738,918,729, 
17893200,185,130,744, 
202569640,551,505,728, 
10647000,225,910,52, 
34092072,714,92,519, 
429972480,744,645,896, 
466908624,963,592,819, 
310928544,864,863,417, 
40222182,273,362,407, 
8180100,298,305,90, 
226885230,578,793,495, 
271119168,996,321,848, 
39562000,250,262,604, 
99277920,490,938,216, 
171780312,794,596,363, 
199124860,769,428,605, 
371062304,614,706,856, 
655323053,847,817,947, 
5167968,104,404,123, 
6805854,18,407,929, 
10652876,587,349,52, 
175130676,926,711,266, 
158965314,831,202,947, 
182799213,809,691,327, 
125854026,986,471,271, 
46279611,369,161,779, 
223078056,613,472,771, 
43793244,764,193,297, 
297195360,561,946,560, 
23190786,219,666,159, 
498902480,698,856,835, 
112625790,698,347,465, 
67395888,552,342,357, 
35655978,751,386,123, 
178126900,475,454,826, 
2502700,863,290,10, 
316929249,721,663,663, 
38853024,238,537,304, 
211639500,771,915,300, 
9929800,758,20,655, 
19724964,357,76,727, 
65684520,990,342,194, 
55141268,988,469,119, 
1814956,167,76,143, 
38007270,989,90,427, 
50649312,348,644,226, 
28075740,84,649,515, 
6771072,896,229,33, 
184670016,404,534,856, 
217634472,757,484,594, 
253450944,486,758,688, 
71916768,253,432,658, 
227212214,577,802,491, 
17028424,577,31,952, 
87623250,559,250,627, 
304652754,766,531,749, 
347074600,985,460,766, 
9108690,258,115,307, 
179646000,500,474,758, 
163788720,472,538,645, 
102259496,677,632,239, 
88508700,669,490,270, 
283522680,810,463,756, 
9811550,578,679,25, 
101853600,310,592,555, 
1019280,620,822,2, 
273827164,551,988,503, 
50494040,947,86,620, 
41547660,253,391,420, 
125148240,890,837,168, 
66257325,103,675,953, 
18507503,281,97,679, 
175301280,496,935,378, 
45992976,404,636,179, 
41777664,461,512,177, 
259630800,712,850,429, 
101808576,369,958,288, 
924102,981,314,3, 
22563175,695,151,215, 
69276660,907,380,201, 
7432320,474,160,98, 
66994998,311,322,669, 
36842496,358,268,384, 
384197632,988,868,448, 
36270080,320,322,352, 
34838013,831,791,53, 
51327900,615,107,780, 
673200,33,272,75, 
210016158,898,627,373, 
153934302,653,778,303, 
22671750,555,190,215, 
130935840,672,665,293, 
2780085,15,581,319, 
19102720,328,728,80, 
119308022,829,634,227, 
299941568,656,757,604, 
84549840,690,424,289, 
23907312,387,702,88, 
135720384,967,172,816, 
1197990,405,493,6, 
20974156,452,947,49, 
363825,9,147,275, 
212596293,469,767,591, 
9236304,294,264,119, 
2885120,256,115,98, 
229900,275,836,1, 
33408144,336,131,759, 
503624394,706,819,871, 
4235220,110,558,69, 
17405463,267,893,73, 
4547010,267,65,262, 
38299440,454,888,95, 
122367360,680,489,368, 
57800831,797,347,209, 
138676131,909,759,201, 
117968800,883,200,668, 
31457700,915,955,36, 
276561621,567,773,631, 
482450080,745,826,784, 
174718890,645,303,894, 
781242000,840,979,950, 
15091700,47,950,338, 
8834188,166,451,118, 
426612960,628,765,888, 
34947990,615,574,99, 
28623792,227,888,142, 
402354320,964,820,509, 
246333330,410,723,831, 
76500312,148,794,651, 
31455748,274,941,122, 
11767600,65,620,292, 
2948604,74,87,458, 
141788070,703,243,830, 
37238670,610,969,63, 
6727600,968,278,25, 
7689360,10,966,796, 
364147080,809,465,968, 
425880,78,140,39, 
39137280,840,728,64, 
47413692,109,562,774, 
65653632,484,471,288, 
224023680,912,890,276, 
94024992,888,206,514, 
4874688,56,837,104, 
40759420,778,403,130, 
37250860,709,71,740, 
226223550,666,525,647, 
29489664,263,256,438, 
422278750,625,998,677, 
335090090,830,487,829, 
29464025,185,601,265, 
229536720,855,272,987, 
357804120,699,536,955, 
541881306,801,822,823, 
112158270,567,655,302, 
1657446,798,31,67, 
54393570,501,330,329, 
340041534,519,742,883, 
5250154,169,634,49, 
8407080,330,66,386, 
115605468,297,398,978, 
55834800,184,350,867, 
14455280,311,664,70, 
351218439,813,741,583, 
16646504,892,62,301, 
48452040,116,595,702, 
47614716,716,821,81, 
1939275,39,225,221, 
4907520,639,80,96, 
343029526,521,917,718, 
120812692,169,847,844, 
83004362,173,602,797, 
30375072,342,854,104, 
293310720,984,432,690, 
3307728,822,503,8, 
7983360,48,270,616, 
326027548,721,946,478, 
228856320,864,602,440, 
114444,34,99,34, 
23943168,433,96,576, 
5563648,8,844,824, 
110522880,624,360,492, 
172533856,506,404,844, 
163858750,250,935,701, 
248204600,350,817,868, 
20978568,372,482,117, 
77181440,236,640,511, 
62388324,394,171,926, 
95256126,609,597,262, 
5408128,88,167,368, 
20198486,457,82,539, 
81447408,776,306,343, 
32400160,421,481,160, 
6721440,608,55,201, 
9865800,70,162,870, 
406766412,754,731,738, 
101253672,337,428,702, 
78219295,289,407,665, 
110904640,616,280,643, 
64464853,631,361,283, 
8640000,180,384,125, 
356073520,902,556,710, 
43553700,283,228,675, 
576830592,999,832,694, 
98733390,518,485,393, 
34399328,628,164,334, 
40016000,244,410,400, 
26577936,33,952,846, 
4093362,102,49,819, 
7232760,45,543,296, 
21498840,801,440,61, 
120173416,488,671,367, 
123298560,308,834,480, 
75131352,246,821,372, 
328805694,534,763,807, 
22560000,160,375,376, 
11325120,752,502,30, 
6319020,23,380,723, 
403233306,651,674,919, 
166451318,374,743,599, 
2172742,71,214,143, 
162724688,343,596,796, 
4426620,60,353,209, 
132952716,983,867,156, 
27914040,66,742,570, 
122894598,901,537,254, 
152091000,655,300,774, 
136402761,501,467,583, 
109595800,755,380,382, 
149523381,807,519,357, 
11398800,50,276,826, 
30188544,512,951,62, 
80554500,780,675,153, 
39013506,994,267,147, 
88835628,147,791,764, 
487414746,546,927,963, 
32387628,78,446,931, 
319427580,852,835,449, 
65694015,349,235,801, 
128902488,284,506,897, 
24837855,141,719,245, 
234337320,945,278,892, 
119411136,144,962,862, 
5700448,208,142,193, 
467765676,797,822,714, 
400344120,846,956,495, 
744467504,902,913,904, 
44217594,727,327,186, 
61490824,218,934,302, 
256441416,924,719,386, 
18945168,33,677,848, 
80925,13,83,75, 
157621926,671,282,833, 
133316856,612,298,731, 
106707300,714,427,350, 
544841220,605,994,906, 
346428040,980,562,629, 
316296000,955,360,920, 
95707200,628,200,762, 
163330992,513,536,594, 
8971424,616,662,22, 
53289600,192,325,854, 
45781584,164,541,516, 
270614872,874,682,454, 
295016400,509,700,828, 
52407645,97,995,543, 
48548500,308,485,325, 
104096160,720,161,898, 
62645806,257,794,307, 
40019355,915,183,239, 
5384372,58,133,698, 
33742892,482,142,493, 
113824440,516,285,774, 
2404480,221,34,320, 
100464300,711,225,628, 
366177000,658,742,750, 
170942478,178,973,987, 
271971560,922,301,980, 
58003776,334,648,268, 
5171782,473,781,14, 
321784617,687,553,847, 
481532800,896,581,925, 
33384960,180,896,207, 
26489760,160,519,319, 
25572216,102,269,932, 
106296000,800,515,258, 
86077446,871,182,543, 
41346105,183,365,619, 
114628416,714,928,173, 
2772812,301,658,14, 
212308250,538,875,451, 
25584240,33,880,881, 
172489536,347,576,863, 
168714,546,103,3, 
59113629,773,293,261, 
175872750,421,557,750, 
133171840,830,872,184, 
184185144,871,792,267, 
279004076,598,887,526, 
25951360,80,328,989, 
138436800,906,400,382, 
22314600,115,360,539, 
53484300,710,465,162, 
68960376,872,101,783, 
118959004,262,758,599, 
134312738,766,677,259, 
632280,12,958,55, 
279040384,886,592,532, 
82303596,181,743,612, 
13405392,312,682,63, 
265076240,376,715,986, 
236181231,737,351,913, 
88550000,253,560,625, 
39503880,552,195,367, 
217125360,540,438,918, 
8733312,28,722,432, 
59487120,308,444,435, 
283538400,824,925,372, 
91629347,479,233,821, 
52896,3,116,152, 
33332740,226,602,245, 
435088080,840,998,519, 
420291018,567,811,914, 
111767040,504,330,672, 
72105803,539,659,203, 
27797550,991,66,425, 
25449710,370,169,407, 
82804140,565,828,177, 
152957600,760,290,694, 
191844576,574,792,422, 
117059722,689,646,263, 
47411910,827,126,455, 
90060,395,2,114, 
113902542,677,719,234, 
44515224,351,166,764, 
15776768,32,992,497, 
154169400,781,376,525, 
124427040,670,318,584, 
5722344,89,282,228, 
109054010,338,865,373, 
16038711,489,87,377, 
97555392,528,692,267, 
13725756,138,363,274, 
528351516,746,882,803, 
63690462,99,927,694, 
117470160,279,554,760, 
4638920,811,110,52, 
245227500,692,405,875, 
5874120,777,72,105, 
71379840,791,160,564, 
7009665,103,349,195, 
3032001,19,357,447, 
10511424,158,132,504, 
16563508,457,442,82, 
41131200,410,152,660, 
2387616,133,33,544, 
100430913,913,111,991, 
14634675,803,135,135, 
5427540,437,230,54, 
90328854,357,371,682, 
118325248,736,628,256, 
367528700,826,809,550, 
9189201,191,609,79, 
1359360,640,36,59, 
114207632,574,748,266, 
141941632,742,196,976, 
34497320,163,220,962, 
435183441,803,917,591, 
121689540,730,343,486, 
3818844,549,74,94, 
141959640,580,339,722, 
45654672,188,294,826, 
50031696,394,814,156, 
5591852,437,28,457, 
8977980,33,446,610, 
32282796,799,52,777, 
140116865,581,347,695, 
326434374,697,882,531, 
92014416,398,507,456, 
53494272,988,384,141, 
8558508,834,14,733, 
18876000,715,275,96, 
42988960,655,293,224, 
146886740,715,253,812, 
268255260,756,689,515, 
79341560,101,820,958, 
23736024,117,214,948, 
470995200,888,780,680, 
94248882,706,819,163, 
414887616,864,803,598, 
630015216,807,827,944, 
53337525,537,145,685, 
24719760,65,912,417, 
1784847,51,443,79, 
25031072,188,356,374, 
76237290,670,269,423, 
391285056,544,766,939, 
6300995,365,283,61, 
365680960,382,965,992, 
3502240,265,472,28, 
228543840,588,410,948, 
32861300,373,881,100, 
51297078,413,163,762, 
26269152,97,364,744, 
95735840,976,170,577, 
8586039,341,763,33, 
51273600,800,196,327, 
190131540,580,967,339, 
71108688,211,952,354, 
597385800,825,904,801, 
34640190,695,117,426, 
265101376,622,608,701, 
3652740,669,546,10, 
81342800,418,278,700, 
1648803,871,3,631, 
6510504,542,22,546, 
4367424,92,344,138, 
39671600,820,82,590, 
121552992,561,592,366, 
100570256,848,233,509, 
566739228,628,957,943, 
286080,745,48,8, 
25636190,370,359,193, 
217218120,870,482,518, 
4002075,297,49,275, 
50668632,141,414,868, 
549425184,957,932,616, 
7300800,13,702,800, 
1477680,20,564,131, 
7908264,852,714,13, 
64835100,330,555,354, 
596812800,818,960,760, 
145351626,617,497,474, 
185922000,626,550,540, 
259248528,908,396,721, 
28402572,631,484,93, 
36894678,543,106,641, 
218782305,939,317,735, 
97054980,307,330,958, 
15174540,285,87,612, 
56046144,446,616,204, 
15126300,126,175,686, 
99715200,470,272,780, 
266734389,347,997,771, 
101703600,657,258,600, 
5125820,82,665,94, 
157160400,950,226,732, 
77837792,428,508,358, 
155979000,327,477,1000, 
103772928,199,776,672, 
27269564,68,413,971, 
18254100,857,300,71, 
540898560,666,940,864, 
2052390,129,430,37, 
240608976,813,698,424, 
42709338,157,381,714, 
21228025,455,155,301, 
594627,37,487,33, 
25452315,765,97,343, 
69299124,426,326,499, 
76682460,905,614,138, 
215746256,506,446,956, 
31022982,261,577,206, 
59956325,325,341,541, 
197754480,783,385,656, 
227511900,402,770,735, 
260564304,847,348,884, 
292917,3,251,389, 
401447508,622,762,847, 
498242052,748,981,679, 
47088132,434,214,507, 
13291740,147,274,330, 
36049048,854,244,173, 
294196500,705,428,975, 
129584274,281,509,906, 
235098864,932,294,858, 
202810872,506,508,789, 
1616040,804,402,5, 
9505902,147,298,217, 
991872,96,287,36, 
240214189,997,503,479, 
94856944,908,182,574, 
187053420,940,587,339, 
57947120,385,818,184, 
189371052,897,438,482, 
82985760,620,936,143, 
120180552,991,489,248, 
455269260,940,551,879, 
122013360,563,360,602, 
54942300,765,114,630, 
18549825,89,525,397, 
47680920,216,265,833, 
232696464,377,668,924, 
186846660,693,340,793, 
81385018,646,143,881, 
7424380,89,194,430, 
227317860,980,781,297, 
348123600,885,440,894, 
985688,487,22,92, 
339584416,838,817,496, 
135859500,525,380,681, 
89345100,186,739,650, 
21134400,850,48,518, 
42751632,946,168,269, 
122607940,460,707,377, 
8780976,136,422,153, 
6620735,97,803,85, 
103824728,343,482,628, 
460485375,867,875,607, 
112562460,228,795,621, 
425793844,526,938,863, 
247046208,912,281,964, 
29258892,156,303,619, 
19728135,69,389,735, 
393584870,785,826,607, 
378431856,968,666,587, 
22927338,157,171,854, 
21829950,45,698,695, 
656339031,981,711,941, 
10553550,350,69,437, 
3120663,71,69,637, 
107892978,146,787,939, 
627984300,995,670,942, 
200619296,436,509,904, 
66575936,859,448,173, 
61086235,97,665,947, 
43929494,454,161,601, 
5274720,891,16,370, 
17779365,765,61,381, 
84366000,654,1000,129, 
3525444,78,186,243, 
322843824,414,856,911, 
63232624,959,317,208, 
1692495,597,21,135, 
659986560,894,769,960, 
168844784,236,766,934, 
348800208,848,821,501, 
574725375,765,795,945, 
489060000,836,585,1000, 
43856440,302,530,274, 
37314310,913,67,610, 
9412065,837,65,173, 
449908000,548,821,1000, 
480733,29,121,137, 
259819112,524,662,749, 
22249751,103,641,337, 
1516944,143,24,442, 
206809400,470,980,449, 
11993320,824,71,205, 
15007392,963,32,487, 
35370720,145,792,308, 
40023712,118,986,344, 
12891348,401,282,114, 
17592405,321,113,485, 
277544592,624,857,519, 
61345440,754,720,113, 
10155156,132,107,719, 
237640428,691,932,369, 
466838820,966,534,905, 
45962140,934,70,703, 
63292114,787,509,158, 
23029560,680,159,213, 
136640,7,64,305, 
23931648,188,884,144, 
546744168,723,972,778, 
24836840,829,214,140, 
284865064,508,781,718, 
127052100,469,903,300, 
81036480,778,336,310, 
1216260,699,60,29, 
36710400,100,956,384, 
15150863,331,91,503, 
127220544,621,352,582, 
66250530,159,969,430, 
115672500,291,750,530, 
146817720,630,406,574, 
645666450,858,775,971, 
38446248,723,578,92, 
21291480,882,85,284, 
122390190,295,702,591, 
30762666,54,849,671, 
294051550,445,782,845, 
17987424,497,624,58, 
1266000,150,211,40, 
2628080,19,364,380, 
56280640,208,415,652, 
134836248,587,408,563, 
259386400,509,637,800, 
25270371,293,777,111, 
118526408,364,722,451, 
62301404,649,103,932, 
70812160,640,199,556, 
511445440,872,620,946, 
468356510,835,991,566, 
307321140,763,685,588, 
58379200,214,800,341, 
84163464,357,836,282, 
37002420,251,630,234, 
212214030,994,215,993, 
50454014,481,358,293, 
135962234,479,818,347, 
22283688,138,511,316, 
566928,762,6,124, 
179516784,892,541,372, 
315697200,490,767,840, 
86098500,954,95,950, 
44532180,126,765,462, 
505233846,806,867,723, 
4616160,163,120,236, 
6150600,204,50,603, 
262536750,875,633,474, 
787176,58,116,117, 
312737280,947,516,640, 
190245510,390,783,623, 
137194142,457,409,734, 
29016771,343,489,173, 
94323732,772,879,139, 
23725680,152,946,165, 
23813790,183,338,385, 
130097880,594,932,235, 
11138400,476,150,156, 
87085824,776,224,501, 
33518016,652,432,119, 
323224410,958,813,415, 
80255565,915,519,169, 
55717091,841,97,683, 
9826390,613,70,229, 
2884924,287,28,359, 
45165132,786,61,942, 
293705280,803,720,508, 
2961315,237,833,15, 
155038822,239,817,794, 
113188710,565,386,519, 
153292608,552,504,551, 
17082546,78,563,389, 
153830064,718,237,904, 
37605573,537,93,753, 
207662400,990,920,228, 
360723510,510,981,721, 
472338720,752,630,997, 
11173888,992,704,16, 
12245200,253,400,121, 
8186112,612,16,836, 
163679255,349,485,967, 
480675204,799,612,983, 
87417330,781,910,123, 
296461725,885,595,563, 
10712576,98,112,976, 
156868123,983,227,703, 
2019339,19,241,441, 
611711100,679,990,910, 
55086486,343,754,213, 
175127520,552,580,547, 
489705832,869,812,694, 
31833984,224,156,911, 
85210440,843,266,380, 
64735958,859,98,769, 
40452048,882,156,294, 
237877490,677,857,410, 
2863692,9,377,844, 
124563744,996,162,772, 
857349296,944,953,953, 
45719670,303,191,790, 
503542312,793,952,667, 
172571634,674,981,261, 
79102320,380,418,498, 
52986831,773,219,313, 
6119330,38,535,301, 
218361080,827,460,574, 
215703081,727,999,297, 
9766860,445,31,708, 
13438704,766,136,129, 
102772800,732,624,225, 
164127852,996,413,399, 
13099910,890,41,359, 
138810015,431,421,765, 
14429360,440,863,38, 
10018148,553,28,647, 
23283936,216,156,691, 
588730012,724,881,923, 
5799040,221,328,80, 
9086760,129,587,120, 
50892564,817,348,179, 
434923456,566,814,944, 
38478000,275,220,636, 
400523202,762,727,723, 
72772920,414,235,748, 
128790192,444,571,508, 
144931234,683,659,322, 
557809200,870,822,780, 
356310800,865,760,542, 
83212716,174,982,487, 
293310720,720,984,414, 
508078467,949,753,711, 
208962000,611,684,500, 
3307860,690,282,17, 
33311655,285,351,333, 
43063038,387,943,118, 
218160,3,90,808, 
46827774,602,201,387, 
133572486,389,906,379, 
81513432,286,364,783, 
90982430,683,173,770, 
23617440,84,990,284, 
29774115,735,643,63, 
64765164,618,122,859, 
58973238,283,459,454, 
980424,801,72,17, 
12222966,578,399,53, 
118548752,452,646,406, 
112045014,401,774,361, 
37071216,82,598,756, 
1687218,78,97,223, 
26974376,949,68,418, 
39604643,299,299,443, 
134770228,643,244,859, 
187680591,427,657,669, 
154290610,877,482,365, 
4868240,65,496,151, 
15618110,830,607,31, 
17785824,456,796,49, 
24919816,461,116,466, 
1078236,2,982,549, 
3531087,471,17,441, 
24894936,516,102,473, 
20308896,906,467,48, 
97675776,902,141,768, 
146469856,379,929,416, 
205404720,690,586,508, 
321442830,739,537,810, 
91864370,670,689,199, 
131648858,526,671,373, 
105274165,661,601,265, 
80278641,489,629,261, 
4713898,721,934,7, 
512665440,710,784,921, 
323824830,602,763,705, 
192509520,912,259,815, 
244117712,934,296,883, 
14342784,48,911,328, 
207001872,462,504,889, 
73284792,617,168,707, 
169593600,660,365,704, 
121316540,751,205,788, 
20608000,40,736,700, 
163631379,223,831,883, 
69434496,144,888,543, 
1759797,801,13,169, 
2769354,93,42,709, 
193260420,510,822,461, 
49516166,917,406,133, 
99569124,747,709,188, 
264243616,416,881,721, 
135338140,665,332,613, 
36211401,927,87,449, 
59086950,386,785,195, 
117393466,254,877,527, 
18098784,348,394,132, 
9292250,775,109,110, 
226767556,652,499,697, 
95268480,174,590,928, 
3817947,647,281,21, 
290107125,985,595,495, 
97637760,276,536,660, 
72360448,248,388,752, 
13512363,149,111,817, 
43101929,481,113,793, 
355167360,985,626,576, 
89726406,518,319,543, 
79109800,467,280,605, 
262327680,684,510,752, 
126337536,351,608,592, 
425383948,778,638,857, 
10705500,900,183,65, 
144012960,471,728,420, 
11269440,84,240,559, 
270640425,425,759,839, 
194148612,989,492,399, 
41222280,748,835,66, 
60192342,513,119,986, 
69635670,262,377,705, 
154510524,602,441,582, 
219893312,514,928,461, 
162123060,726,326,685, 
252512050,527,518,925, 
62733056,592,716,148, 
18746910,135,637,218, 
112714080,727,912,170, 
373985856,544,783,878, 
35578116,581,252,243, 
23188737,191,143,849, 
13217358,854,201,77, 
365271984,474,924,834, 
728190000,900,899,900, 
48444361,199,581,419, 
4815360,880,608,9, 
56156283,467,431,279, 
30068360,529,203,280, 
266047824,564,991,476, 
18520210,313,122,485, 
500318208,928,624,864, 
12282534,187,738,89, 
74592448,992,131,574, 
21444192,126,176,967, 
116559300,676,209,825, 
19190112,976,226,87, 
254523392,844,608,496, 
50317824,544,564,164, 
124543926,767,291,558, 
368797104,677,936,582, 
28544945,83,407,845, 
48047688,852,723,78, 
35024760,485,102,708, 
38369607,213,499,361, 
4211784,62,74,918, 
15836800,808,28,700, 
3381966,207,42,389, 
178230150,350,959,531, 
451470666,831,841,646, 
36192000,208,200,870, 
289842435,867,345,969, 
105780633,941,707,159, 
36296848,691,784,67, 
329872192,521,761,832, 
14082400,50,464,607, 
11857131,481,27,913, 
684840,260,439,6, 
342858420,540,711,893, 
69076800,150,656,702, 
7381920,672,65,169, 
67322700,285,465,508, 
75876528,728,599,174, 
7912128,841,28,336, 
377572076,641,763,772, 
40698240,164,660,376, 
7671384,558,491,28, 
233365040,824,635,446, 
495863911,677,797,919, 
154342410,502,515,597, 
49870128,206,264,917, 
170579682,522,441,741, 
10910625,529,75,275, 
63508936,706,172,523, 
96432000,287,600,560, 
321883695,831,735,527, 
37622250,90,575,727, 
1806420,510,161,22, 
19180224,852,402,56, 
48020720,788,110,554, 
96749282,973,166,599, 
53805440,580,104,892, 
57020952,872,921,71, 
19925244,354,354,159, 
305411358,958,323,987, 
2774016,7,576,688, 
579367548,956,867,699, 
33034320,258,220,582, 
309815760,755,498,824, 
318091488,517,754,816, 
39206310,429,185,494, 
341526900,418,975,838, 
151813060,562,454,595, 
215044470,314,801,855, 
133811128,724,542,341, 
132553080,340,726,537, 
9085790,395,742,31, 
127927980,305,764,549, 
353859597,819,787,549, 
17271765,945,373,49, 
10752495,15,871,823, 
435062480,943,632,730, 
250630380,924,507,535, 
6996960,129,339,160, 
61199325,313,395,495, 
291434274,853,342,999, 
121798404,273,612,729, 
69023340,822,135,622, 
807814800,984,842,975, 
177705444,474,427,878, 
208541340,665,372,843, 
293438656,683,448,959, 
70775370,131,810,667, 
487072568,964,983,514, 
35914546,989,134,271, 
56266210,121,490,949, 
51508800,560,420,219, 
5803952,154,673,56, 
95469400,520,503,365, 
114567158,769,457,326, 
162736596,774,418,503, 
266558476,709,772,487, 
22254453,513,611,71, 
24301920,240,197,514, 
187175849,929,269,749, 
466157560,803,631,920, 
301464570,545,867,638, 
169834896,901,198,952, 
50281540,94,745,718, 
11328660,81,945,148, 
6204184,98,266,238, 
404858450,538,971,775, 
474000,750,158,4, 
26060160,490,64,831, 
44950048,88,517,988, 
49053312,693,448,158, 
26941720,520,263,197, 
31853937,71,969,463, 
3146052,871,172,21, 
433797056,656,791,836, 
195780890,538,997,365, 
148956808,988,847,178, 
3323810,35,206,461, 
27235512,516,926,57, 
218003682,663,509,646, 
105510384,552,738,259, 
20481498,459,201,222, 
3206280,33,694,140, 
15112125,63,505,475, 
720446940,852,989,855, 
6242600,910,245,28, 
76081950,747,970,105, 
176953700,539,335,980, 
48039570,545,118,747, 
79113972,987,691,116, 
197848320,402,769,640, 
124729140,643,318,610, 
82266620,335,841,292, 
17422776,108,334,483, 
98975940,395,471,532, 
4181800,103,58,700, 
231739560,879,520,507, 
20216448,336,138,436, 
1652625,65,225,113, 
37183046,731,58,877, 
245082750,487,750,671, 
9548000,110,155,560, 
568101,3,409,463, 
639677728,844,844,898, 
8973900,390,65,354, 
195148968,636,434,707, 
28010205,713,291,135, 
7611240,41,952,195, 
71268336,324,433,508, 
12329460,130,198,479, 
6883674,311,102,217, 
12961140,262,255,194, 
574059392,908,736,859, 
285491556,914,333,938, 
285497040,548,570,914, 
17579628,44,927,431, 
295458300,459,785,820, 
9279984,112,389,213, 
105968412,891,204,583, 
76787728,151,859,592, 
245058112,652,676,556, 
720158275,953,835,905, 
108226755,665,507,321, 
47479797,303,757,207, 
60937380,846,294,245, 
92988720,220,531,796, 
90401828,694,382,341, 
7450000,745,625,16, 
409114212,859,923,516, 
190960092,789,249,972, 
380375136,918,752,551, 
228235619,893,593,431, 
6903975,65,365,291, 
77172480,320,378,638, 
66051528,267,428,578, 
318353904,906,968,363, 
376333104,938,916,438, 
432143550,774,575,971, 
17418912,147,322,368, 
562598400,896,780,805, 
265279900,323,860,955, 
186231360,321,980,592, 
797632,88,22,412, 
33225616,47,782,904, 
299768000,800,530,707, 
298173888,576,617,839, 
113237190,895,426,297, 
332920656,527,963,656, 
7891250,125,590,107, 
78528414,337,426,547, 
35680320,90,953,416, 
218271537,297,941,781, 
24672417,889,319,87, 
24502400,380,310,208, 
62366400,213,400,732, 
2980278,434,763,9, 
3881960,40,907,107, 
198323678,673,434,679, 
13517284,22,851,722, 
550754100,765,845,852, 
220508536,337,919,712, 
331143417,579,981,583, 
116213832,504,761,303, 
66642550,170,815,481, 
394362600,697,615,920, 
176798860,223,980,809, 
564088448,602,968,968, 
9334752,348,28,958, 
323741880,714,687,660, 
140767770,314,741,605, 
10565073,321,621,53, 
63633640,322,820,241, 
214657272,554,423,916, 
41089500,225,460,397, 
376147800,963,651,600, 
242096916,922,321,818, 
99547488,274,464,783, 
273223860,489,614,910, 
15482360,109,670,212, 
45737895,659,105,661, 
51667200,780,180,368, 
40731768,237,279,616, 
100455768,168,841,711, 
89135280,936,445,214, 
50731353,69,939,783, 
341529760,767,736,605, 
324938156,829,436,899, 
136305240,764,626,285, 
203184996,453,581,772, 
11526312,628,322,57, 
373550004,886,531,794, 
47221434,491,351,274, 
